station_id,name,station_ligne,lat,lon
273,Etienne Marcel,4,48.8638074378,2.34888065259
313,Gare de l'Est,4,48.8759910648,2.35788077193
511,Marcadet Poissonniers,4,48.8914168342,2.34973840702
162,Chateau Rouge,4,48.8873749106,2.3496940822
168,Chatelet,4,48.8583823703,2.34756482975
188,Cite,4,48.8549363766,2.34732131573
318,Gare du Nord,4,48.8795512844,2.35699516401
836,Strasbourg Saint Denis,4,48.8694907745,2.35439176839
723,Raspail,4,48.8389642807,2.33075419209
776,Saint Michel,4,48.8531679849,2.34328597892
879,Vavin,4,48.8422184136,2.32900892624
605,Odeon,4,48.8523007631,2.33972778159
781,Saint Sulpice,4,48.8516722456,2.33125629137
726,Reaumur Sebastopol,4,48.8660696891,2.35245974411
767,Saint Germain des Pres,4,48.853718934,2.33377613686
50,Barbes Rochechouart,4,48.8834361881,2.34977444365
159,Chateau d'Eau,4,48.8724249145,2.35604490767
460,Les Halles,4,48.8623162787,2.34567382822
573,Mouton Duvernet,4,48.8311126604,2.32970501262
706,Porte d'Orleans,4,48.823411629,2.32557563621
10,Alesia,4,48.8281884763,2.32716464961
236,Denfert Rochereau,4,48.8334508582,2.33174013099
564,Montparnasse Bienvenue,4,48.8437813048,2.3243970124
779,Saint Placide,4,48.846878238,2.32679278504
802,Simplon,4,48.893941388,2.34776550172
1134,Mairie de Montrouge,4,48.8186764099,2.3197403133
690,Porte de Clignancourt,4,48.8974022229,2.34484774875
