station_id,name,station_ligne,lat,lon
195,Colonel Fabien,2,48.8776101874,2.37081139531
76,Blanche,2,48.8839585735,2.33192659089
61,Belleville,2,48.8723101138,2.37670214473
220,Couronnes,2,48.8690911629,2.38054258599
409,La Chapelle,2,48.8843987952,2.36049131853
533,Menilmontant,2,48.8668000351,2.38338325046
640,Philippe Auguste,2,48.8584665494,2.38972985235
746,Rome,2,48.8822269008,2.32127492677
907,Villiers,2,48.8811500285,2.31517662622
11,Alexandre Dumas,2,48.8563773572,2.39456194456
218,Courcelles,2,48.8792141342,2.30352872537
153,Charles De Gaulle Etoile,2,48.874613927,2.29556736975
552,Monceau,2,48.8804494561,2.30945116799
647,Pigalle,2,48.8823901507,2.33729479057
682,Porte Dauphine,2,48.8714665781,2.27708301705
44,Avron,2,48.8515102782,2.39830234427
633,Pere Lachaise,2,48.8626540191,2.38760728815
584,Nation,2,48.848474286,2.39506230543
649,Place de Clichy,2,48.8836149922,2.32783955611
808,Stalingrad,2,48.8842789443,2.36588135817
850,Ternes,2,48.8779727014,2.29831037512
21,Anvers,2,48.8828686476,2.34413063372
49,Barbes Rochechouart,2,48.8838039424,2.35061300069
373,Jaures,2,48.8814985959,2.37026212666
892,Victor Hugo,2,48.8697985565,2.28533509469
