station_id,name,station_ligne,lat,lon
54,Bastille,1,48.8524794228,2.36932058493
152,Charles De Gaulle Etoile,1,48.8751498197,2.29590490608
293,Franklin D.Roosevelt,1,48.8698082202,2.30747079345
352,Hotel de Ville,1,48.8574779825,2.35157756299
269,Esplanade de la Defense,1,48.8886312178,2.24793243532
1,Porte Maillot,1,48.8775512518,2.28316224223
25,Argentine,1,48.8755940499,2.28932258961
144,Champs Elysees Clemenceau,1,48.8679053449,2.31354554995
199,Concorde,1,48.8662858046,2.32294341224
962,Gare de Lyon,1,48.8460276494,2.37496291887
463,Les Sablons,1,48.8811915206,2.27168672105
618,Palais Royal Musee du Louvre,1,48.8623480308,2.33649646231
583,Nation,1,48.8475793675,2.39555451217
669,Pont de Neuilly,1,48.8847082013,2.26051507789
702,Porte de Vincennes,1,48.8471584794,2.41014036797
864,Tuileries,1,48.8643437787,2.33012987711
481,Louvre Rivoli,1,48.8608062913,2.34110859163
734,Reuilly Diderot,1,48.8473037861,2.38634170635
772,Saint Mande,1,48.8463569889,2.41947990037
160,Chateau de Vincennes,1,48.8444563946,2.44043997806
414,La Defense,1,48.8921870764,2.2370180564
65,Berault,1,48.8454707076,2.42920516635
166,Chatelet,1,48.8587991981,2.34730585275
329,George V,1,48.8720238095,2.30056045125
777,Saint Paul,1,48.8552362528,2.36095648866
