station_id,name,station_ligne,lat,lon
764,Saint Fargeau,M3bis,48.8721014421,2.40451494238
630,Pelleport,M3bis,48.8684401633,2.40156171274
302,Gambetta,M3bis,48.8651634349,2.39874659344
698,Porte des Lilas,M3bis,48.8771105118,2.40672924554
