station_id,name,station_ligne,lat,lon
30,Assemblee Nationale,12,48.8607869635,2.32099819195
562,Montparnasse Bienvenue,12,48.8437354893,2.32435304116
728,Rennes,12,48.8484578485,2.32778212715
766,Saint Georges,12,48.8784252576,2.33759508282
877,Vaugirard,12,48.8395165854,2.30110751488
206,Convention,12,48.8373074946,2.29663034323
769,Saint Lazare,12,48.8754537705,2.32678520026
519,Marx Dormoy,12,48.8904854538,2.35999576641
419,Lamarck Caulaincourt,12,48.8896740712,2.3387606492
487,Madeleine,12,48.8700997328,2.32516410954
628,Pasteur,12,48.842871275,2.31244751307
803,Solferino,12,48.8585111299,2.32315485584
2,Abbesses,12,48.884594208,2.33794977706
600,Notre Dame de Lorette,12,48.8760262116,2.33788648907
799,Sevres Babylone,12,48.8517620525,2.3268225689
861,Trinite d'Estienne d'Orves,12,48.8763179623,2.3325430273
200,Concorde,12,48.8661671149,2.32317568086
210,Corentin Celton,12,48.8270854489,2.27941168205
495,Mairie d'Issy,12,48.8241050307,2.27304152514
646,Pigalle,12,48.8825193856,2.33708168251
601,Notre Dame des Champs,12,48.8449426325,2.3287780269
752,Rue du Bac,12,48.8555509402,2.32571242217
919,Volontaires,12,48.8415055224,2.30794867934
691,Porte de la Chapelle,12,48.8972452881,2.35950786882
280,Falguiere,12,48.8444701413,2.31785278304
382,Jules Joffrin,12,48.8924395905,2.34465700413
510,Marcadet Poissonniers,12,48.8914650003,2.34981545185
701,Porte de Versailles,12,48.8324490991,2.2880221411
1073,Front Populaire,12,48.906567146,2.3659203194
