station_id,name,station_ligne,lat,lon
848,Telegraphe,11,48.8754744567,2.3988675939
165,Chatelet,11,48.8575563594,2.34830889513
353,Hotel de Ville,11,48.8574518326,2.35100846139
650,Place des Fetes,11,48.8768063892,2.39305609332
697,Porte des Lilas,11,48.8771748193,2.406480157
332,Goncourt,11,48.8699575127,2.37109483973
494,Mairie des Lilas,11,48.879761254,2.41647964367
721,Rambuteau,11,48.8612049903,2.35349574013
729,Republique,11,48.8675034238,2.36382614398
27,Arts et Metiers,11,48.8653227117,2.35672986917
60,Belleville,11,48.8718487938,2.37659368274
379,Jourdain,11,48.875111817,2.38941503204
716,Pyrenees,11,48.8738818542,2.3853162151
