station_id,name,station_ligne,lat,lon
124,Campo Formio,5,48.8354953554,2.3588234891
314,Gare de l'Est,5,48.8761263529,2.35804750536
602,Oberkampf,5,48.8646578796,2.36841002566
694,Porte de Pantin,5,48.8885036879,2.39211369776
736,Richard Lenoir,5,48.8598736244,2.37191398009
731,Republique,5,48.8673844729,2.36426495043
55,Bastille,5,48.8534369623,2.36873657263
370,Jacques Bonsergent,5,48.87080998,2.36102746692
426,Laumiere,5,48.8852161821,2.37966307748
614,Ourcq,5,48.8871348691,2.38696001714
809,Stalingrad,5,48.8844208864,2.36589381994
773,Saint Marcel,5,48.838427297,2.3609671677
253,Eglise de Pantin,5,48.89325759,2.41331313951
312,Gare d'Austerlitz,5,48.8422653865,2.36533865297
652,Place d'Italie,5,48.830972673,2.35558027408
319,Gare du Nord,5,48.8798501425,2.35745934659
374,Jaures,5,48.8831474514,2.37100144075
107,Breguet Sabin,5,48.8561407093,2.37020933841
79,Bobigny PabloPicasso,5,48.9063747703,2.44918990449
80,Bobigny Pantin,5,48.895454673,2.4253268888
348,Hoche,5,48.8912285932,2.40235214254
718,Quai de la Rapee,5,48.8465154042,2.36587346941
