station_id,name,station_ligne,lat,lon
59,Bel Air,6,48.8413382509,2.40091853812
67,Bercy,6,48.8403887481,2.37991127145
389,Kleber,6,48.8716497691,2.29352429034
585,Nation,6,48.8473748787,2.39546199483
653,Place d'Italie,6,48.830927241,2.3561219388
800,Sevres Lecourbe,6,48.8456269667,2.3095314901
212,Corvisart,6,48.8297905137,2.35041487201
250,Edgar Quinet,6,48.8406632293,2.32638461079
421,La Motte Picquet Grenelle,6,48.8487416657,2.29893091175
626,Passy,6,48.857448691,2.28581244413
641,Picpus,6,48.8450615799,2.40128901983
862,Trocadero,6,48.8636109376,2.28758016253
75,Bir Hakeim,6,48.8539426071,2.28933453277
84,Boissiere,6,48.8669831104,2.29005883493
233,Daumesnil,6,48.8395496456,2.39570328944
717,Quai de la Gare,6,48.8370451192,2.37282572183
768,Saint Jacques,6,48.8329008165,2.33713519061
237,Denfert Rochereau,6,48.8342929805,2.33285230996
244,Dugommier,6,48.8390411437,2.38962001134
245,Dupleix,6,48.850434549,2.29361243991
154,Charles De Gaulle Etoile,6,48.8747486507,2.29556025621
183,Chevaleret,6,48.8349477223,2.36812632906
331,Glaciere,6,48.831129548,2.34351165775
587,Nationale,6,48.8332167197,2.36285639952
724,Raspail,6,48.8389642807,2.33075419209
123,Cambronne,6,48.8475070811,2.30296829919
565,Montparnasse Bienvenue,6,48.8421022072,2.32127856274
629,Pasteur,6,48.84267682,2.31281277347
